# WOLF (Wordnet Libre du Français)	fra	http://alpage.inria.fr/~sagot/wolf-en.html	CeCILL-C
00022219-a	fra:lemma	fermer
00022219-a	fra:lemma	précis
00022316-v	fra:lemma	apaiser
00022316-v	fra:lemma	calmer
00022401-r	fra:lemma	jadis
00022686-v	fra:lemma	stimuler
00022686-v	fra:lemma	irriter
00022829-r	fra:lemma	maint
00022829-r	fra:lemma	beaucoup
00022852-a	fra:lemma	chirurgical
00022903-n	fra:lemma	article
00022903-n	fra:lemma	objet
00022962-a	fra:lemma	droit
00023120-a	fra:lemma	vrai
00023263-r	fra:lemma	paradoxalement
00023271-n	fra:lemma	science
00023271-n	fra:lemma	connaissance
00023271-n	fra:lemma	savoir
00023574-r	fra:lemma	bourgeoisement
00023574-r	fra:lemma	conventionnellement
00023574-r	fra:lemma	classiquement
00023574-r	fra:lemma	arbitrairement
00023646-v	fra:lemma	s'évanouir
00023646-v	fra:lemma	évanouir
00023646-v	fra:lemma	cogner
00023655-a	fra:lemma	loin
00023655-a	fra:lemma	dehors
00023773-n	fra:lemma	motivation
00023773-n	fra:lemma	motif
00023773-n	fra:lemma	besoin
00023868-v	fra:lemma	distribuer
00024047-v	fra:lemma	ressusciter
00024047-v	fra:lemma	revivre
00024073-r	fra:lemma	non
00024073-r	fra:lemma	pas
00024073-r	fra:lemma	niet
00024073-r	fra:lemma	ne
00024241-a	fra:lemma	large
00024241-a	fra:lemma	ample
00024257-r	fra:lemma	rien
00024257-r	fra:lemma	que dalle
00024264-n	fra:lemma	attribut
00024279-v	fra:lemma	raviver
00024279-v	fra:lemma	réparer
00024279-v	fra:lemma	relancer
00024279-v	fra:lemma	réanimer
00024279-v	fra:lemma	rénover
00024356-r	fra:lemma	non
00024587-r	fra:lemma	non
00024587-r	fra:lemma	personne
00024587-r	fra:lemma	rien
00024619-a	fra:lemma	habitué
00024649-v	fra:lemma	rafraîchir
00024682-r	fra:lemma	aucun
00024682-r	fra:lemma	personne
00024720-n	fra:lemma	état
00024814-v	fra:lemma	rafraîchir
00024893-r	fra:lemma	soit
00024893-r	fra:lemma	ou
00024893-r	fra:lemma	non plus
00025034-v	fra:lemma	faire la vaisselle
00025144-r	fra:lemma	sanglant
00025144-r	fra:lemma	foutu
00025203-v	fra:lemma	bander
00025203-v	fra:lemma	tendre
00025203-v	fra:lemma	raidir
00025290-r	fra:lemma	n'importe où
00025290-r	fra:lemma	partout
00025290-r	fra:lemma	tout
00025464-r	fra:lemma	e part
00025464-r	fra:lemma	pas
00025559-r	fra:lemma	quelque part
00025654-v	fra:lemma	relâcher
00025654-v	fra:lemma	débander
00025728-a	fra:lemma	alcalin
00025728-r	fra:lemma	partout
00026137-r	fra:lemma	d'une façon ou d'une autre
00026153-v	fra:lemma	temps
00026168-a	fra:lemma	basique
00026192-n	fra:lemma	émotion
00026192-n	fra:lemma	sentiment
00026385-v	fra:lemma	décompresser
00026416-r	fra:lemma	d'une façon ou d'une autre
00026515-a	fra:lemma	amphotère
00026571-r	fra:lemma	quand même
00026571-r	fra:lemma	de toute façon
00026571-r	fra:lemma	en tout cas
00026734-v	fra:lemma	végéter
00027167-n	fra:lemma	localisation
00027167-n	fra:lemma	lieu
00027258-r	fra:lemma	quand même
00027258-r	fra:lemma	de toute façon
00027258-r	fra:lemma	en tout cas
00027268-v	fra:lemma	étendre
00027384-r	fra:lemma	pourtant
00027384-r	fra:lemma	néanmoins
00027384-r	fra:lemma	toutefois
00027384-r	fra:lemma	cependant
00027384-r	fra:lemma	nonobstant
00027384-r	fra:lemma	encore
00027705-v	fra:lemma	transmettre
00027705-v	fra:lemma	étendre
